github.com,A,140.82.113.4,60
google.com,A,64.233.186.100,211
google.com,A,64.233.186.101,211
google.com,A,64.233.186.102,211
google.com,A,64.233.186.113,211
google.com,A,64.233.186.138,211
google.com,A,64.233.186.139,211
wikipedia.org,A,195.200.68.224,73
